prod_url,img_link,prod_name,prod_price
https://www.glassesshop.com/eyeglasses/fp2067,"https://res.glassesshop.com/products/202106/60bddfe4133b5.jpg?im=Resize,width=600,height=300",Eden,$9.95
https://www.glassesshop.com/eyeglasses/sup1101,"https://res.glassesshop.com/products/202103/604580ab73609.jpg?im=Resize,width=600,height=300",Galveston,$29.95
https://www.glassesshop.com/eyeglasses/sup0795,"https://res.glassesshop.com/products/202004/5e93ccf46520c.jpg?im=Resize,width=600,height=300",Aurora,$29.95
https://www.glassesshop.com/eyeglasses/sup1175,"https://res.glassesshop.com/products/202106/60c7fae0d0b31.jpg?im=Resize,width=600,height=300",Michelle,$29.95
https://www.glassesshop.com/eyeglasses/sup0700,"https://res.glassesshop.com/products/201906/5cff70bbe91a2.jpg?im=Resize,width=600,height=300",Nodia,$29.95
https://www.glassesshop.com/eyeglasses/fm1271,"https://res.glassesshop.com/products/201807/5b4c4d7b98167.jpg?im=Resize,width=600,height=300",Omar,$19.95
https://www.glassesshop.com/eyeglasses/fz2079,"https://res.glassesshop.com/products/202307/64a7c79fa3309.jpg?im=Resize,width=600,height=300",Whitehorse,$29.95
https://www.glassesshop.com/eyeglasses/sup0711,"https://res.glassesshop.com/products/201907/5d268bd89da12.jpg?im=Resize,width=600,height=300",Marlowe,$19.95
https://www.glassesshop.com/eyeglasses/fp2192,"https://res.glassesshop.com/products/202011/5fc4577f20d36.jpg?im=Resize,width=600,height=300",Naperville,$12.95
https://www.glassesshop.com/eyeglasses/fp2705,"https://res.glassesshop.com/products/202304/6434bf1d89ef0.jpg?im=Resize,width=600,height=300",Ingersoll,$19.95
https://www.glassesshop.com/eyeglasses/fp2105,"https://res.glassesshop.com/products/202006/5ef06e335153e.jpg?im=Resize,width=600,height=300",Salisbury,$19.95
https://www.glassesshop.com/eyeglasses/fp2576,"https://res.glassesshop.com/products/202209/63291e887be5d.jpg?im=Resize,width=600,height=300",Silvester,$12.95
https://www.glassesshop.com/eyeglasses/fz2057,"https://res.glassesshop.com/products/202307/64a7c7026c052.jpg?im=Resize,width=600,height=300",Aries,$29.95
https://www.glassesshop.com/eyeglasses/fp2418,"https://res.glassesshop.com/products/202108/6110ab4757dd1.jpg?im=Resize,width=600,height=300",Bristol,$45.95
https://www.glassesshop.com/eyeglasses/fp1168,"https://res.glassesshop.com/products/201702/58ae78f252584.jpg?im=Resize,width=600,height=300",Coolidge,$5.95
https://www.glassesshop.com/eyeglasses/fz2015,"https://res.glassesshop.com/products/202209/632920c340596.jpg?im=Resize,width=600,height=300",Sheridan,$29.95
https://www.glassesshop.com/eyeglasses/fp2186,"https://res.glassesshop.com/products/202011/5fc45756d219c.jpg?im=Resize,width=600,height=300",Bainbridge,$19.95
https://www.glassesshop.com/eyeglasses/fp0989,"https://res.glassesshop.com/products/202101/5ff15557c070f.jpg?im=Resize,width=600,height=300",Hillsborough,$19.95
https://www.glassesshop.com/eyeglasses/grm0003,"https://res.glassesshop.com/products/202305/645331ca608ff.jpg?im=Resize,width=600,height=300",Cathy,$7.99
https://www.glassesshop.com/eyeglasses/fm1263,"https://res.glassesshop.com/products/201906/5cf730e71cec3.jpg?im=Resize,width=600,height=300",Rochester,$29.95
